team,value
Nice,84
Reims,76
Bastia,76
Metz,71
Nantes,70
Lens,70
Evian Thonon Gaillard,66
St Etienne,66
Marseille,65
Lyon,64
Lille,63
Paris SG,63
Toulouse,61
Bordeaux,61
Guingamp,58
Monaco,58
Rennes,55
Lorient,54
Montpellier,51
Caen,43
