team,value
Bayern Munich,27
Schalke 04,18
Hoffenheim,15
Dortmund,15
Leverkusen,15
Stuttgart,15
RB Leipzig,15
Ein Frankfurt,14
M'gladbach,13
Hertha,10
Augsburg,10
Werder Bremen,10
Hannover,10
Mainz,9
Hamburg,8
Freiburg,8
Wolfsburg,6
FC Koln,5
