team,value
Frosinone,108
Carpi,105
Chievo,104
Sampdoria,102
Udinese,98
Palermo,96
Atalanta,95
Torino,95
Lazio,94
Fiorentina,93
Empoli,92
Milan,92
Inter,90
Juventus,90
Sassuolo,90
Verona,88
Bologna,88
Genoa,82
Roma,79
Napoli,68
nan,0
