team,value
Bayern Munich,25
RB Leipzig,20
Dortmund,18
Hoffenheim,16
Hertha,15
Freiburg,14
Werder Bremen,13
FC Koln,12
Mgladbach,12
Ein Frankfurt,11
Schalke 04,11
Leverkusen,11
Hamburg,10
Wolfsburg,10
Mainz,10
Augsburg,9
Ingolstadt,8
Darmstadt,7
