team,value
Paris SG,24
Lyon,22
Marseille,21
Monaco,20
St Etienne,19
Bordeaux,17
Lille,16
Montpellier,16
Guingamp,15
Nice,13
Rennes,13
Reims,12
Bastia,12
Caen,12
Lorient,12
Toulouse,12
Evian Thonon,11
Nantes,11
Lens,7
Metz,7
