team,value
Darmstadt,23
Ingolstadt,18
Wolfsburg,17
Mainz,17
Hamburg,16
Hertha,15
Leverkusen,15
Werder Bremen,15
Augsburg,14
Ein Frankfurt,14
Freiburg,14
Mgladbach,13
Schalke 04,13
FC Koln,9
RB Leipzig,7
Dortmund,6
Hoffenheim,4
Bayern Munich,2
