team,value
Paris SG,255
Marseille,243
Rennes,218
Nice,203
Caen,202
Monaco,195
Guingamp,190
Montpellier,185
Strasbourg,183
Lyon,182
St Etienne,182
Bordeaux,179
Toulouse,178
Nantes,176
Metz,173
Lille,171
Angers,169
Troyes,165
Dijon,153
Amiens,140
