team,value
Getafe,118
Malaga,112
Sevilla,111
Elche,110
Levante,109
Betis,103
Valladolid,101
Vallecano,98
Ath Madrid,97
Granada,97
Almeria,95
Valencia,92
Espanol,92
Osasuna,85
Celta,78
Ath Bilbao,76
Sociedad,75
Real Madrid,74
Barcelona,72
Villarreal,71
