country_code,country_name,season,accuracy_percentage
Belgium,BEL,2009/2010,53.333333333333336
England,GBR,2009/2010,55.00000000000001
France,FRA,2009/2010,51.187335092348285
Germany,DEU,2009/2010,49.18032786885246
Italy,ITA,2009/2010,55.55555555555556
Netherlands,NLD,2009/2010,62.95081967213115
Portugal,PRT,2009/2010,52.10084033613446
Scotland,SCOT,2009/2010,49.56140350877193
Spain,ESP,2009/2010,58.15789473684211
CHE,CHE,2009/2010,0.0
POL,POL,2009/2010,0.0
