country_code,country_name,season,accuracy_percentage
Belgium,BEL,2015/2016,51.66666666666667
England,GBR,2015/2016,47.63157894736842
France,FRA,2015/2016,48.68421052631579
Germany,DEU,2015/2016,52.614379084967325
Italy,ITA,2015/2016,53.68421052631579
Netherlands,NLD,2015/2016,55.40983606557377
Portugal,PRT,2015/2016,55.40983606557377
Scotland,SCOT,2015/2016,47.53363228699551
Spain,ESP,2015/2016,54.61741424802111
CHE,CHE,2015/2016,0.0
POL,POL,2015/2016,0.0
