name,correct_pred,wrong_pred
Fiorentina,16,22
Torino,16,22
Sassuolo,16,22
Atalanta,19,19
Spal,19,19
Parma,19,19
Inter,19,19
Sampdoria,20,18
Genoa,20,18
Bologna,21,17
Milan,22,16
Roma,22,16
Chievo,22,16
Cagliari,22,16
Empoli,23,15
Frosinone,24,14
Lazio,24,14
Napoli,25,13
Udinese,25,13
Juventus,28,10
