name,correct_pred,wrong_pred
Toulouse,15,23
Nice,16,22
Nantes,17,21
Lille,17,21
Bordeaux,17,21
St Etienne,17,21
Caen,19,19
Rennes,20,18
Dijon,21,17
Metz,21,17
Montpellier,21,17
Guingamp,22,16
Nancy,22,16
Lyon,22,16
Lorient,22,16
Bastia,22,16
Angers,23,15
Marseille,24,14
Monaco,27,11
Paris SG,27,11
