name,correct_pred,wrong_pred
Werder Bremen,12,22
Freiburg,14,20
Hoffenheim,15,19
Hertha,15,19
Wolfsburg,15,19
Augsburg,16,18
Schalke 04,16,18
M'gladbach,17,17
Ein Frankfurt,17,17
Fortuna Dusseldorf,18,16
Mainz,19,15
RB Leipzig,19,15
Leverkusen,20,14
Nurnberg,21,13
Stuttgart,22,12
Hannover,22,12
Dortmund,22,12
Bayern Munich,24,10
