name,correct_pred,wrong_pred
,0,40
Sassuolo,13,27
Bologna,14,26
Udinese,15,25
Verona,17,23
Atalanta,18,22
Lazio,18,22
Empoli,18,22
Chievo,19,21
Milan,20,20
Torino,20,20
Sampdoria,20,20
Carpi,20,20
Genoa,21,19
Palermo,22,18
Fiorentina,22,18
Roma,23,17
Frosinone,24,16
Inter,24,16
Napoli,27,13
Juventus,31,9
