name,correct_pred,wrong_pred
,0,40
Sampdoria,13,27
Empoli,13,27
Udinese,14,26
Genoa,15,25
Milan,15,25
Atalanta,16,24
Chievo,16,24
Parma,17,23
Palermo,17,23
Sassuolo,17,23
Inter,17,23
Verona,17,23
Napoli,18,22
Torino,18,22
Cesena,19,21
Cagliari,19,21
Fiorentina,20,20
Roma,21,19
Lazio,22,18
Juventus,24,16
