name,correct_pred,wrong_pred
Sampdoria,17,21
Genoa,17,21
Atalanta,20,18
Torino,21,17
Milan,21,17
Chievo,21,17
Empoli,21,17
Inter,22,16
Fiorentina,22,16
Sassuolo,23,15
Udinese,24,14
Palermo,24,14
Pescara,24,14
Napoli,25,13
Crotone,26,12
Bologna,26,12
Lazio,27,11
Roma,27,11
Cagliari,28,10
Juventus,30,8
