name,correct_pred,wrong_pred
,0,40
Sassuolo,12,28
Bologna,15,25
Verona,17,23
Udinese,17,23
Empoli,18,22
Atalanta,19,21
Torino,19,21
Lazio,19,21
Milan,19,21
Chievo,19,21
Carpi,20,20
Genoa,21,19
Sampdoria,21,19
Fiorentina,22,18
Palermo,23,17
Roma,24,16
Frosinone,24,16
Inter,24,16
Napoli,26,14
Juventus,31,9
