Week,Return
0,52.0
1,-15.0
2,0.0
3,62.5
4,70.0
5,-87.0
6,-94.5
7,-67.0
8,-89.5
9,-175.5
10,-127.5
11,-87.0
12,-55.0
13,-133.0
14,-213.0
15,-230.0
16,-306.5
17,-315.5
18,-265.5
19,-197.5
20,-237.5
21,-288.5
22,-355.5
23,-403.0
24,-460.0
25,-344.7
26,-412.2
27,-407.2
28,-467.2
29,-339.2
30,-353.2
31,-381.2
32,-471.2
33,-581.2
34,-573.2
