Week,Return
0,2.6899999999999995
1,1.8100000000000005
2,2.030000000000001
3,-1.8499999999999979
4,4.400000000000002
5,0.5600000000000023
6,-0.9099999999999975
7,1.5900000000000025
8,1.2500000000000027
9,1.1200000000000037
10,8.030000000000005
11,6.2900000000000045
12,6.060000000000004
13,7.980000000000004
14,7.450000000000003
15,10.630000000000003
16,11.820000000000004
17,7.080000000000004
18,3.560000000000004
19,1.230000000000004
20,3.510000000000005
21,2.1300000000000026
22,2.410000000000002
23,1.410000000000002
24,1.1400000000000023
25,12.72
26,14.16
27,14.41
28,14.319999999999999
29,13.28
30,14.690000000000001
31,12.84
32,5.169999999999999
33,4.419999999999999
34,1.0999999999999996
