team,value
Montpellier,0
Bordeaux,0
Evian Thonon Gaillard,0
Lille,0
Lyon,0
Nantes,0
Rennes,0
Valenciennes,0
Ajaccio,0
Guingamp,0
Sochaux,0
Bastia,0
Marseille,0
Nice,0
Reims,0
St Etienne,0
Toulouse,0
Lorient,0
Monaco,0
Paris SG,0
nan,0
