team,value
Wolfsburg,8
Hannover,6
Schalke 04,5
Freiburg,5
Stuttgart,5
Mainz,4
Nurnberg,4
Braunschweig,3
M'gladbach,3
Werder Bremen,3
Bayern Munich,2
Hoffenheim,2
Leverkusen,2
Ein Frankfurt,2
Hamburg,2
Dortmund,2
Augsburg,1
Hertha,1
