team,value
Aston Villa,75
Watford,74
Tottenham,72
Man United,65
West Brom,63
Sunderland,62
Swansea,62
Norwich,61
Man City,61
Liverpool,61
Crystal Palace,60
Chelsea,58
Newcastle,58
Southampton,57
West Ham,56
Bournemouth,52
Stoke,51
Leicester,48
Everton,44
Arsenal,39
