team,value
Lazio,0
Verona,0
Empoli,0
Fiorentina,0
Frosinone,0
Inter,0
Juventus,0
Palermo,0
Sampdoria,0
Sassuolo,0
Bologna,0
Milan,0
Atalanta,0
Carpi,0
Chievo,0
Genoa,0
Napoli,0
Roma,0
Torino,0
Udinese,0
nan,0
