team,value
Bayern Munich,287
Fortuna Dusseldorf,144
Freiburg,151
Hertha,147
M'gladbach,189
Werder Bremen,168
Wolfsburg,175
Dortmund,168
Mainz,150
Hannover,143
Augsburg,142
Ein Frankfurt,179
Hoffenheim,182
Leverkusen,189
Nurnberg,151
Stuttgart,170
RB Leipzig,190
Schalke 04,155
