team,value
Braunschweig,21
Hamburg,21
Stuttgart,18
Nurnberg,18
Hannover,16
Ein Frankfurt,16
Freiburg,16
Hertha,15
Werder Bremen,15
Mainz,13
Augsburg,12
Hoffenheim,12
Leverkusen,11
M'gladbach,11
Wolfsburg,10
Schalke 04,8
Dortmund,7
Bayern Munich,2
