team,value
Malaga,28
Las Palmas,26
La Coruna,21
Alaves,21
Leganes,19
Sociedad,17
Celta,15
Girona,15
Ath Bilbao,15
Eibar,15
Sevilla,14
Levante,14
Betis,14
Espanol,13
Getafe,13
Villarreal,13
Valencia,9
Real Madrid,6
Ath Madrid,5
Barcelona,1
