team,value
Watford,83
West Brom,80
Crystal Palace,77
West Ham,77
Middlesbrough,76
Man United,76
Sunderland,76
Chelsea,72
Everton,71
Man City,71
Leicester,71
Stoke,70
Hull,67
Arsenal,67
Burnley,65
Tottenham,62
Southampton,58
Swansea,56
Liverpool,54
Bournemouth,51
