team,value
St Etienne,8
Metz,7
Troyes,7
Paris SG,6
Lille,6
Nantes,6
Rennes,5
Dijon,5
Monaco,4
Nice,4
Amiens,4
Caen,4
Strasbourg,4
Angers,3
Marseille,3
Bordeaux,3
Toulouse,3
Lyon,2
Montpellier,2
Guingamp,2
