team,value
Barcelona,241
Real Madrid,223
Ath Bilbao,220
Sociedad,216
Malaga,205
Ath Madrid,203
Eibar,195
Sevilla,194
La Coruna,192
Valencia,179
Las Palmas,179
Sp Gijon,177
Betis,169
Villarreal,169
Leganes,153
Granada,148
Osasuna,143
Espanol,138
Alaves,138
Celta,128
