team,value
Real Madrid,246
Celta,240
Barcelona,233
Villarreal,229
Ath Bilbao,209
Sociedad,202
Malaga,201
Sevilla,199
Vallecano,198
Granada,196
Ath Madrid,195
Almeria,191
Getafe,182
Levante,179
Espanol,177
La Coruna,170
Valencia,168
Elche,167
Cordoba,155
Eibar,154
