team,value
Barcelona,269
Ath Madrid,260
Real Madrid,256
Valencia,235
Betis,224
Ath Bilbao,222
Sevilla,219
Villarreal,218
Vallecano,211
Getafe,210
Sociedad,209
Granada,200
Valladolid,199
Celta,199
Malaga,198
Espanol,196
Elche,195
Osasuna,187
Almeria,185
Levante,144
