team,value
Paris SG,29
Monaco,24
Lyon,23
Marseille,22
Rennes,16
Bordeaux,16
St Etienne,15
Nice,15
Nantes,14
Dijon,13
Amiens,12
Guingamp,12
Montpellier,11
Lille,10
Caen,10
Troyes,9
Angers,9
Toulouse,9
Strasbourg,9
Metz,6
