team,value
Lille,0
Bastia,0
Marseille,0
Montpellier,0
Nantes,0
Nice,0
Troyes,0
Bordeaux,0
Lyon,0
Toulouse,0
Monaco,0
Angers,0
Caen,0
Guingamp,0
Rennes,0
St Etienne,0
Lorient,0
Paris SG,0
Reims,0
Ajaccio GFCO,0
nan,0
