team,value
Barcelona,28
Ath Madrid,23
Valencia,22
Real Madrid,22
Betis,18
Villarreal,18
Sevilla,17
Alaves,15
Getafe,15
Girona,14
Sociedad,14
Eibar,14
Celta,13
Leganes,12
Espanol,12
Levante,11
Ath Bilbao,10
La Coruna,6
Malaga,5
Las Palmas,5
