team,value
Sunderland,7
Newcastle,6
West Ham,5
Stoke,5
Arsenal,4
Hull,4
Tottenham,4
Swansea,3
Chelsea,3
Man United,3
Norwich,2
Crystal Palace,2
Liverpool,1
Man City,1
Everton,1
Fulham,1
Cardiff,1
West Brom,0
Aston Villa,0
Southampton,0
