team,value
Marseille,8
Angers,4
Lille,4
Montpellier,4
Nantes,5
Nice,5
St Etienne,7
Bordeaux,5
Lyon,3
Paris SG,4
Reims,2
Amiens,6
Caen,6
Dijon,7
Guingamp,5
Monaco,7
Rennes,3
Nimes,5
Strasbourg,4
Toulouse,5
