team,value
Juventus,30
Napoli,28
Roma,23
Lazio,21
Inter,20
Milan,18
Atalanta,16
Sampdoria,16
Fiorentina,16
Torino,13
Udinese,12
Bologna,11
Sassuolo,11
Genoa,11
Cagliari,11
Chievo,10
Crotone,9
Spal,8
Verona,7
Benevento,6
