team,value
Man City,283
Everton,251
Chelsea,249
Tottenham,230
Liverpool,224
Swansea,223
Man United,216
Arsenal,211
Southampton,211
Norwich,197
Cardiff,196
Fulham,194
Newcastle,190
Sunderland,188
West Brom,187
West Ham,184
Crystal Palace,172
Stoke,164
Aston Villa,163
Hull,160
