team,value
Hannover,5
Hamburg,5
Stuttgart,5
Hertha,4
Leverkusen,4
Schalke 04,4
Freiburg,4
Ein Frankfurt,3
Paderborn,3
Augsburg,3
Bayern Munich,2
FC Koln,2
Hoffenheim,2
M'gladbach,2
Werder Bremen,2
Mainz,2
Wolfsburg,1
Dortmund,0
