team,value
Barcelona,26
Ath Madrid,22
Real Madrid,21
Sevilla,17
Valencia,15
Getafe,15
Betis,14
Espanol,14
Ath Bilbao,13
Alaves,13
Sociedad,13
Eibar,11
Leganes,11
Levante,11
Celta,10
Villarreal,10
Valladolid,10
Girona,9
Vallecano,8
Huesca,7
