team,value
Betis,89
Girona,83
Barcelona,77
Celta,84
Villarreal,118
Eibar,83
Real Madrid,83
Vallecano,106
Ath Bilbao,120
Valencia,90
Getafe,112
Leganes,106
Alaves,101
Ath Madrid,103
Valladolid,92
Espanol,92
Sevilla,118
Levante,112
Huesca,114
Sociedad,82
