team,value
Celta,8
Malaga,7
Eibar,7
Granada,6
Sociedad,6
Valencia,6
Las Palmas,6
Betis,5
Alaves,5
La Coruna,4
Sevilla,4
Sp Gijon,4
Villarreal,4
Ath Madrid,3
Leganes,3
Osasuna,3
Espanol,2
Real Madrid,2
Ath Bilbao,2
Barcelona,1
