team,value
Ein Frankfurt,72
Hoffenheim,68
Augsburg,68
FC Koln,66
Mainz,63
Hannover,63
Schalke 04,62
Wolfsburg,62
Hamburg,60
Stuttgart,59
Leverkusen,58
Werder Bremen,55
Freiburg,54
RB Leipzig,48
Hertha,47
M'gladbach,47
Bayern Munich,42
Dortmund,41
