team,value
Fulham,24
Cardiff,22
Norwich,21
Hull,21
Sunderland,20
West Ham,20
Aston Villa,20
Crystal Palace,19
Newcastle,19
Swansea,18
West Brom,16
Stoke,14
Southampton,12
Man United,12
Tottenham,11
Everton,8
Arsenal,7
Liverpool,6
Chelsea,6
Man City,6
