team,value
Juventus,29
Napoli,25
Roma,23
Inter,20
Fiorentina,18
Sassuolo,16
Lazio,15
Milan,15
Chievo,13
Genoa,13
Empoli,12
Torino,12
Bologna,11
Atalanta,11
Palermo,10
Sampdoria,10
Udinese,10
Carpi,9
Frosinone,8
Verona,5
nan,0
