team,value
Bayern Munich,44
Fortuna Dusseldorf,67
Freiburg,56
Hertha,67
M'gladbach,43
Werder Bremen,64
Wolfsburg,62
Dortmund,40
Mainz,57
Hannover,64
Augsburg,55
Ein Frankfurt,60
Hoffenheim,69
Leverkusen,50
Nurnberg,59
Stuttgart,66
RB Leipzig,61
Schalke 04,73
