team,value
Real Madrid,29
Barcelona,28
Ath Madrid,23
Sevilla,21
Sociedad,19
Ath Bilbao,19
Villarreal,19
Espanol,15
Eibar,15
Alaves,14
Celta,13
Valencia,13
Malaga,12
Betis,10
Las Palmas,10
La Coruna,8
Leganes,8
Sp Gijon,7
Granada,4
Osasuna,4
