team,value
Real Madrid,278
Sociedad,234
Eibar,229
Sevilla,221
Barcelona,215
La Coruna,203
Valencia,202
Ath Bilbao,190
Levante,182
Getafe,181
Villarreal,179
Girona,176
Las Palmas,175
Ath Madrid,167
Espanol,160
Celta,153
Leganes,152
Malaga,152
Betis,139
Alaves,138
