team,value
Espanol,116
Sevilla,115
Celta,115
Granada,111
Ath Madrid,109
Levante,107
Vallecano,106
Almeria,105
Eibar,103
La Coruna,103
Elche,102
Malaga,101
Valencia,101
Ath Bilbao,96
Villarreal,94
Getafe,93
Cordoba,93
Sociedad,88
Real Madrid,85
Barcelona,66
