team,value
Paris SG,266
Lyon,249
Monaco,231
Guingamp,198
Angers,195
Marseille,193
Montpellier,192
Lorient,189
Nantes,189
St Etienne,182
Dijon,172
Caen,169
Nancy,165
Lille,165
Bastia,164
Bordeaux,161
Rennes,158
Toulouse,153
Metz,135
Nice,114
