team,value
Man City,280
Tottenham,273
Liverpool,249
Arsenal,227
Chelsea,218
Man United,217
Crystal Palace,202
Southampton,200
Leicester,197
Everton,196
Swansea,196
Bournemouth,191
Stoke,188
Hull,179
West Ham,172
Watford,164
Sunderland,160
West Brom,158
Burnley,149
Middlesbrough,141
