team,value
Betis,1
Girona,4
Barcelona,2
Celta,6
Villarreal,3
Eibar,2
Real Madrid,6
Vallecano,8
Ath Bilbao,5
Valencia,3
Getafe,7
Leganes,4
Alaves,1
Ath Madrid,5
Valladolid,0
Espanol,2
Sevilla,6
Levante,7
Huesca,3
Sociedad,4
