team,value
Man United,73
Bournemouth,60
Fulham,68
Huddersfield,55
Newcastle,57
Watford,77
Wolves,72
Arsenal,72
Liverpool,37
Southampton,71
Cardiff,65
Chelsea,49
Everton,55
Leicester,57
Tottenham,56
West Ham,59
Brighton,60
Burnley,75
Man City,44
Crystal Palace,58
