team,value
Paris SG,29
Lille,22
Lyon,21
St Etienne,19
Marseille,18
Montpellier,15
Nice,15
Nimes,15
Nantes,13
Reims,13
Rennes,13
Strasbourg,11
Angers,10
Bordeaux,10
Amiens,9
Dijon,9
Monaco,8
Toulouse,8
Caen,7
Guingamp,5
