team,value
Inter,306
Napoli,266
Roma,259
Milan,242
Lazio,237
Fiorentina,234
Atalanta,229
Juventus,222
Sassuolo,220
Torino,220
Sampdoria,195
Genoa,192
Pescara,183
Udinese,179
Empoli,171
Palermo,162
Bologna,156
Crotone,156
Chievo,147
Cagliari,144
