team,value
Chievo,109
Lazio,90
Bologna,92
Empoli,74
Parma,84
Sassuolo,87
Torino,90
Atalanta,61
Juventus,76
Napoli,75
Cagliari,95
Fiorentina,91
Frosinone,102
Genoa,96
Inter,75
Spal,113
Udinese,92
Roma,90
Milan,83
Sampdoria,92
