team,value
Vallecano,10
Sevilla,8
Levante,7
Granada,7
Celta,7
Valencia,7
Ath Bilbao,6
Sp Gijon,6
Getafe,6
Malaga,5
Espanol,5
Betis,5
Real Madrid,5
Sociedad,5
La Coruna,4
Villarreal,4
Eibar,4
Las Palmas,4
Ath Madrid,3
Barcelona,1
