team,value
Leicester,23
Arsenal,20
Man United,19
Tottenham,19
Man City,19
Southampton,18
West Ham,16
Liverpool,16
Stoke,14
Chelsea,12
Swansea,12
Watford,12
Bournemouth,11
Everton,11
Crystal Palace,11
West Brom,10
Norwich,9
Newcastle,9
Sunderland,9
Aston Villa,3
