team,value
Chievo,131
Lazio,226
Bologna,207
Empoli,188
Parma,144
Sassuolo,185
Torino,183
Atalanta,242
Juventus,244
Napoli,255
Cagliari,190
Fiorentina,236
Frosinone,160
Genoa,186
Inter,302
Spal,196
Udinese,164
Roma,227
Milan,230
Sampdoria,168
