team,value
Betis,186
Girona,136
Barcelona,206
Celta,163
Villarreal,168
Eibar,224
Real Madrid,221
Vallecano,186
Ath Bilbao,153
Valencia,196
Getafe,158
Leganes,139
Alaves,145
Ath Madrid,217
Valladolid,201
Espanol,175
Sevilla,223
Levante,202
Huesca,169
Sociedad,178
