country_code,country_name,season,accuracy_percentage
Belgium,BEL,2012/2013,48.06866952789699
England,GBR,2012/2013,52.89473684210526
France,FRA,2012/2013,51.97889182058047
Germany,DEU,2012/2013,49.50819672131148
Italy,ITA,2012/2013,55.85106382978723
Netherlands,NLD,2012/2013,49.82332155477032
Portugal,PRT,2012/2013,54.310344827586206
Scotland,SCOT,2012/2013,39.63963963963964
Spain,ESP,2012/2013,54.736842105263165
CHE,CHE,2012/2013,0.0
POL,POL,2012/2013,0.0
