country_code,country_name,season,accuracy_percentage
England,GBR,2013/2014,60.0
France,FRA,2013/2014,52.89473684210526
Germany,DEU,2013/2014,54.90196078431373
Italy,ITA,2013/2014,57.25593667546174
Netherlands,NLD,2013/2014,48.01324503311258
Portugal,PRT,2013/2014,53.58649789029536
Scotland,SCOT,2013/2014,54.86725663716814
Spain,ESP,2013/2014,53.421052631578945
CHE,CHE,2013/2014,0.0
BEL,BEL,2013/2014,0.0
POL,POL,2013/2014,0.0
