country_code,country_name,season,accuracy_percentage
Belgium,BEL,2012/2013,47.863247863247864
England,GBR,2012/2013,52.89473684210526
France,FRA,2012/2013,51.578947368421055
Germany,DEU,2012/2013,50.49180327868853
Italy,ITA,2012/2013,55.145118733509236
Netherlands,NLD,2012/2013,50.6578947368421
Portugal,PRT,2012/2013,55.00000000000001
Scotland,SCOT,2012/2013,39.91228070175439
Spain,ESP,2012/2013,54.21052631578947
CHE,CHE,2012/2013,0.0
POL,POL,2012/2013,0.0
