country_code,country_name,season,accuracy_percentage
Belgium,BEL,2011/2012,55.04201680672269
England,GBR,2011/2012,52.368421052631575
France,FRA,2011/2012,51.31578947368421
Germany,DEU,2011/2012,50.65359477124183
Italy,ITA,2011/2012,49.85994397759104
Netherlands,NLD,2011/2012,59.150326797385624
Portugal,PRT,2011/2012,57.56302521008403
Scotland,SCOT,2011/2012,53.07017543859649
Spain,ESP,2011/2012,53.68421052631579
CHE,CHE,2011/2012,0.0
POL,POL,2011/2012,0.0
